old-entity,status,entity,notes
7010000236,410,,
7010000237,410,,
7010000238,410,,
7010000239,410,,
7010000240,410,,
7010000241,410,,
7010000242,410,,
7010000243,410,,
7010000244,410,,
7010000245,410,,
7010000246,410,,
7010000247,410,,
7010000248,410,,
7010000249,410,,
7010000250,410,,
7010000251,410,,
7010000252,410,,
7010000253,410,,
7010000254,410,,
7010000255,410,,
7010000256,410,,
7010000257,410,,
7010000258,410,,
7010000259,410,,
7010000260,410,,
7010000261,410,,
7010000262,410,,
7010000263,410,,
7010000264,410,,
7010000265,410,,
7010000266,410,,
7010000267,410,,
7010000268,410,,
7010000269,410,,
7010000270,410,,
7010000271,410,,
7010000272,410,,
7010000273,410,,
7010000274,410,,
7010000275,410,,
7010000276,410,,
7010000277,410,,
7010000278,410,,
7010000279,410,,
7010000280,410,,
7010000281,410,,
7010000282,410,,
7010000283,410,,
7010000284,410,,
7010000285,410,,
7010000286,410,,
7010000287,410,,
7010000288,410,,
7010000289,410,,
7010000290,410,,
7010000291,410,,
7010000292,410,,
7010000293,410,,
7010000294,410,,
7010000295,410,,
7010000296,410,,
7010000297,410,,
7010000298,410,,
7010000299,410,,
7010000300,410,,
7010000301,410,,
7010000302,410,,
7010000303,410,,
7010000304,410,,
7010000305,410,,
7010000306,410,,
7010000307,410,,
7010000308,410,,
7010000309,410,,
7010000310,410,,
7010000311,410,,
7010000312,410,,
7010000313,410,,
7010000314,410,,
7010000315,410,,
7010000316,410,,
7010000317,410,,
7010000318,410,,
7010000319,410,,
7010000320,410,,
7010000321,410,,
7010000322,410,,
7010000323,410,,
7010000324,410,,
7010000325,410,,
7010000326,410,,
7010000327,410,,
7010000328,410,,
7010000329,410,,
7010000330,410,,
7010000331,410,,
7010000332,410,,
7010000333,410,,
7010000334,410,,
7010000335,410,,
7010000336,410,,
7010000337,410,,
7010000338,410,,
7010000339,410,,
7010000340,410,,
7010000341,410,,
7010000342,410,,
7010000343,410,,
7010000344,410,,
7010000345,410,,
7010000346,410,,
7010000347,410,,
7010000348,410,,
7010000349,410,,
7010000350,410,,
7010000351,410,,
7010000352,410,,
7010000353,410,,
7010000354,410,,
7010000355,410,,
7010000356,410,,
7010000357,410,,
7010000358,410,,
7010000359,410,,
7010000360,410,,
7010000361,410,,
7010000362,410,,
7010000363,410,,
7010000364,410,,
7010000365,410,,
7010000366,410,,
7010000367,410,,
7010000368,410,,
7010000369,410,,
7010000370,410,,
7010000371,410,,
7010000372,410,,
7010000373,410,,
7010000374,410,,
7010000375,410,,
7010000376,410,,
7010000377,410,,
7010000378,410,,
7010000379,410,,
7010000380,410,,
7010000381,410,,
7010000382,410,,
7010000383,410,,
7010000384,410,,
7010000385,410,,
7010000386,410,,
7010000387,410,,
7010000388,410,,
7010000389,410,,
7010000390,410,,
7010000391,410,,
7010000392,410,,
7010000393,410,,
7010000394,410,,
7010000395,410,,
7010000396,410,,
7010000397,410,,
7010000398,410,,
7010000399,410,,
7010000400,410,,
7010000401,410,,
7010000402,410,,
7010000403,410,,
7010000404,410,,
7010000405,410,,
7010000406,410,,
7010000407,410,,
7010000408,410,,
7010000409,410,,
7010000410,410,,
7010000411,410,,
7010000412,410,,
7010000413,410,,
7010000414,410,,
7010000415,410,,
7010000416,410,,
7010000417,410,,
7010000418,410,,
7010000419,410,,
7010000420,410,,
7010000421,410,,
7010000422,410,,
7010000423,410,,
7010000424,410,,
7010000425,410,,
7010000426,410,,
7010000427,410,,
7010000428,410,,
7010000429,410,,
7010000430,410,,
7010000431,410,,
7010000432,410,,
7010000433,410,,
7010000434,410,,
7010000435,410,,
7010000436,410,,
7010000437,410,,
7010000438,410,,
7010000439,410,,
7010000440,410,,
7010000441,410,,
7010000442,410,,
7010000443,410,,
7010000444,410,,
7010000445,410,,
7010000446,410,,
7010000447,410,,
7010000448,410,,
7010000449,410,,
7010000450,410,,
7010000451,410,,
7010000452,410,,
7010000453,410,,
7010000454,410,,
7010000455,410,,
7010000456,410,,
7010000457,410,,
7010000458,410,,
7010000459,410,,
7010000460,410,,
7010000461,410,,
7010000462,410,,
7010000463,410,,
7010000464,410,,
7010000465,410,,
7010000466,410,,
7010000467,410,,
7010000468,410,,
7010000469,410,,
7010000470,410,,
7010000471,410,,
7010000472,410,,
7010000473,410,,
7010000474,410,,
7010000475,410,,
7010000476,410,,
7010000477,410,,
7010000478,410,,
7010000479,410,,
7010000480,410,,
7010000481,410,,
7010000482,410,,
7010000483,410,,
7010000484,410,,
7010000485,410,,
7010000486,410,,
7010000487,410,,
7010000488,410,,
7010000489,410,,
7010000490,410,,
7010000491,410,,
7010000492,410,,
7010000493,410,,
7010000494,410,,
7010000495,410,,
7010000496,410,,
7010000497,410,,
7010000498,410,,
7010000499,410,,
7010000500,410,,
7010000501,410,,
7010000502,410,,
7010000503,410,,
7010000504,410,,
7010000505,410,,
7010000506,410,,
7010000507,410,,
7010000508,410,,
7010000509,410,,
7010000510,410,,
7010000511,410,,
7010000512,410,,
7010000513,410,,
7010000514,410,,
7010000515,410,,
7010000516,410,,
7010000517,410,,
7010000518,410,,
7010000519,410,,
7010000520,410,,
7010000521,410,,
7010000522,410,,
7010000523,410,,
7010000524,410,,
7010000525,410,,
7010000526,410,,
7010000527,410,,
7010000528,410,,
7010000529,410,,
7010000530,410,,
7010000531,410,,
7010000532,410,,
7010000533,410,,
7010000534,410,,
7010000535,410,,
7010000536,410,,
7010000537,410,,
7010000538,410,,
7010000539,410,,
7010000540,410,,
7010000541,410,,
7010000542,410,,
7010000543,410,,
7010000544,410,,
7010000545,410,,
7010000546,410,,
7010000547,410,,
