attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
,article-4-direction,,,,local-authority-eng:SWT,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TAM,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TAN,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TAU,article-4-direction,2021-08-31T16:13:35.534Z,,2019-03-31
,article-4-direction,,,,local-authority-eng:TAW,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TEI,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TEN,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TES,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TEW,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TFW,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:THA,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:THE,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:THR,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TOB,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TON,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TOR,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TRF,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TUN,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:TWH,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:UTT,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:VAL,article-4-direction,2021-08-31T16:13:35.534Z,,
,article-4-direction,,,,local-authority-eng:WAE,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WAT,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WAV,article-4-direction,2021-08-31T16:13:35.535Z,,2019-03-31
,article-4-direction,,,,local-authority-eng:WAW,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WBK,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WDE,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WDO,article-4-direction,2021-08-31T16:13:35.535Z,,2019-03-31
,article-4-direction,,,,local-authority-eng:WEA,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WEL,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WEW,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WEY,article-4-direction,2021-08-31T16:13:35.535Z,,2019-03-31
,article-4-direction,,,,local-authority-eng:WFT,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WGN,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WIL,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WIN,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WKF,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WLA,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WLI,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WLL,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WLV,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WND,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WNM,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WNUA,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WOC,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WOI,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WOK,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WOT,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WOX,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WRL,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WRT,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WSK,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WSM,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WSO,article-4-direction,2021-08-31T16:13:35.535Z,,2019-03-31
,article-4-direction,,,,local-authority-eng:WYC,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WYE,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:WYO,article-4-direction,2021-08-31T16:13:35.535Z,,2020-03-31
,article-4-direction,,,,local-authority-eng:WYR,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,,,,local-authority-eng:YOR,article-4-direction,2021-08-31T16:13:35.535Z,,
,article-4-direction,https://lambethopenmappingdata-lambethcouncil.opendata.arcgis.com/datasets/lambethcouncil::article-4/about,55e8c3db23ada8dac1343c4b6dd8ecd71c6b057ee3cea1eec2aa73318f06bc3f,ogl3,local-authority-eng:LBH,article-4-direction,2021-10-29,2021-02-02,
,article-4-direction,https://lambethopenmappingdata-lambethcouncil.opendata.arcgis.com/datasets/lambethcouncil::article-4-b1-to-c3/about,e7a76e75e24a96e2b8cf2ee39cdd7bd4fc7fe5978cc77828434787f457b34d3f,ogl3,local-authority-eng:LBH,article-4-direction,2021-10-29,2020-12-17,
,article-4-direction,https://mapping.canterbury.gov.uk/arcgis/rest/services/External/Planning_Constraints_New/MapServer,351fdbd179616dcf25ce0c4498cbd7fd5a917c5bbedcbc6af9f3f23d546b484d,,local-authority-eng:CAT,article-4-direction,2021-11-11T14:14:25:05Z,,
,article-4-direction,,c2ae5f717ecc02ab2f2a4bbabe7890e8e6ac4d57327c213b95af6ac8c1a95cfe,ogl3,local-authority-eng:SWK,article-4-direction,2021-12-17T15:15:46:36Z,,
,article-4-direction,https://maps.buckscc.gov.uk/arcgis/rest/services/PLANNING/RIPA_BOPS/MapServer/5/,5ba34502eac50d7e748548ae77fd2d0699ddb3167d23a27895682d8d6ca22229,ogl3,local-authority-eng:BUC,article-4-direction,2022-01-13T17:17:35:39Z,,
